id,lat,lon
324954,59.9133188,30.2775103
324956,59.9129446,30.2669783
324958,59.9094833,30.2644135
324960,59.9112412,30.2657069
324963,59.9131626,30.2732872
327074,59.9348078,30.2465502
327078,59.9339048,30.2407728
327083,59.9311841,30.2492358
327099,59.9339082,30.237455
327171,59.9429439,30.2143633
327296,59.9475781,30.2599654
327498,59.9398883,30.2840581
327501,59.9402544,30.2853029
332331,59.8840573,30.3560305
332339,59.8850247,30.3516127
332345,59.8856888,30.3443391
332351,59.8846939,30.3606067
332363,59.8858706,30.3716997
332367,59.8865421,30.3733719
332370,59.8893534,30.3803357
332438,59.8915469,30.3849912
332449,59.8974843,30.369239
332541,59.9052532,30.3738914
332542,59.9065821,30.3725681
332543,59.9053967,30.3820887
332575,59.9019898,30.4013052
332576,59.902122,30.4009582
332577,59.9011059,30.400752
332585,59.8990323,30.419037
332591,59.8963685,30.4235475
332666,59.9428694,30.3278222
332671,59.936319,30.3415407
332672,59.9354803,30.3413954
332674,59.9432122,30.306125
332675,59.9442925,30.3256725
332677,59.9395876,30.3552513
332683,59.9382472,30.3483348
332684,59.9373803,30.3551178
332691,59.9260722,30.3304837
332692,59.9266904,30.3320969
332693,59.9273001,30.3337182
332714,59.9204997,30.3590807
332715,59.9186481,30.3579171
332716,59.9165985,30.3566262
332730,59.9248988,30.3775989
332736,59.9270484,30.3799048
332756,59.9307757,30.3830501
336248,59.8442349,30.3675051
342387,59.9410037,30.2878525
351886,59.9253254,30.3017252
351914,59.9296403,30.3168392
352233,59.9468504,30.4066671
352370,59.9263562,30.3900706
352372,59.9231612,30.392172
353570,59.8533881,30.3244787
353572,59.8534632,30.3296454
353574,59.8524694,30.3299599
353577,59.852539,30.3358096
353702,59.8846983,30.4435118
353723,59.8947395,30.4367589
353743,59.8778198,30.4561943
353802,59.9131092,30.3139955
353821,59.9375985,30.2918567
353824,59.9357098,30.2838137
451243,59.9395595,30.5015443
451252,59.940508,30.489237
474095,59.9249028,30.4163833
474096,59.9226406,30.4194602
546509,59.790611,30.3184788
546510,59.7908654,30.3167973
555652,59.9148731,30.3555501
699886,59.8089631,30.385136
699890,59.8054753,30.3919851
